actor,created_at,id,issue_id,issue_number,issue_title,milestone_id,milestone_number,milestone_title,team,type
user2,2017-02-26T23:06:35Z,5393852575,209904765.0,20.0,Database work ,,,,team1,IssueCommentEvent
user2,2017-02-23T22:38:35Z,5381617902,206030690.0,8.0,Understanding the voice recognition API,,,,team1,IssuesEvent
user2,2017-02-23T22:38:35Z,5381617890,206030415.0,7.0,Reviewing Android ,,,,team1,IssuesEvent
user2,2017-02-23T22:38:35Z,5381617866,205322999.0,6.0,Brainstorming for Feb SE Project,2304449.0,5.0,Learn Android,team1,IssuesEvent
user2,2017-02-23T22:32:19Z,5381580055,209904765.0,20.0,Database work ,,,,team1,IssuesEvent
user2,2017-02-23T20:10:23Z,5380663316,,,,,,,team1,PushEvent
user2,2017-02-23T20:05:42Z,5380631468,,,,,,,team1,PushEvent
user2,2017-02-23T20:05:19Z,5380628904,,,,,,,team1,PushEvent
user2,2017-02-23T19:45:31Z,5380491210,206030690.0,8.0,Understanding the voice recognition API,,,,team1,IssueCommentEvent
user3,2017-02-23T09:50:47Z,5376671525,209711224.0,18.0,Add Database-Finish Implementation(Engagement),,,,team1,IssueCommentEvent
user3,2017-02-23T09:49:26Z,5376662931,209712036.0,19.0,Need to go back and clean up Engagement implementation,,,,team1,IssuesEvent
user3,2017-02-23T09:46:52Z,5376646791,209711224.0,18.0,Add Database-Finish Implementation,,,,team1,IssueCommentEvent
user3,2017-02-23T09:46:03Z,5376641684,209711224.0,18.0,Add Database-Finish Implementation,,,,team1,IssuesEvent
user3,2017-02-23T09:42:47Z,5376621526,,,,,,,team1,PushEvent
user3,2017-02-23T09:37:14Z,5376588615,,,,,,,team1,PushEvent
user3,2017-02-23T09:36:07Z,5376582046,,,,,,,team1,PushEvent
user3,2017-02-23T09:26:52Z,5376528646,,,,,,,team1,PushEvent
user3,2017-02-23T09:22:47Z,5376505468,,,,,,,team1,PushEvent
user3,2017-02-23T09:07:22Z,5376421870,,,,,,,team1,PushEvent
user3,2017-02-23T08:58:09Z,5376372947,,,,,,,team1,PushEvent
user1,2017-02-22T02:47:47Z,5367141678,208685411.0,16.0,FR Impl #3 : Refinement of Impl #1 and #2,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-22T02:47:47Z,5367141674,208685411.0,16.0,FR Impl #3 : Refinement of Impl #1 and #2,2328351.0,11.0,Implementation - Facial recognition,team1,IssueCommentEvent
user1,2017-02-22T02:46:22Z,5367135989,209336531.0,17.0,FR Impl #4 : Add Database,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-21T21:10:42Z,5365427990,,,,,,,team1,PushEvent
user1,2017-02-19T01:30:28Z,5350410502,,,,,,,team1,PushEvent
user1,2017-02-19T01:24:13Z,5350401792,208685279.0,15.0,FR Impl #2 : Base64 and Kairos,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-19T01:24:13Z,5350401790,208685279.0,15.0,FR Impl #2 : Base64 and Kairos,2328351.0,11.0,Implementation - Facial recognition,team1,IssueCommentEvent
user1,2017-02-19T01:21:44Z,5350397830,208229269.0,11.0,FR Impl #1 : Picture capturing,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-19T01:21:44Z,5350397829,208229269.0,11.0,FR Impl #1 : Picture capturing,2328351.0,11.0,Implementation - Facial recognition,team1,IssueCommentEvent
user1,2017-02-19T01:21:12Z,5350396827,208685411.0,16.0,FR Impl #3 : Refinement of Impl #1 and #2,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-19T01:18:39Z,5350393016,208685279.0,15.0,FR Impl #2 : Base64 and Kairos,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-19T01:16:59Z,5350390707,208227136.0,10.0,Design - Face recognition,2307047.0,9.0,Design,team1,IssuesEvent
user1,2017-02-19T01:16:59Z,5350390706,208227136.0,10.0,Design - Face recognition,2307047.0,9.0,Design,team1,IssueCommentEvent
user1,2017-02-19T01:16:18Z,5350389967,208685141.0,14.0,Design - Face recog : Phase 2,2307047.0,9.0,Design,team1,IssuesEvent
user1,2017-02-19T00:52:42Z,5350358702,208684051.0,13.0,Design - Face Recog - Phase 1,2307047.0,9.0,Design,team1,IssuesEvent
user1,2017-02-19T00:52:42Z,5350358701,208684051.0,13.0,Design - Face Recog - Phase 1,2307047.0,9.0,Design,team1,IssueCommentEvent
user1,2017-02-19T00:52:00Z,5350357731,208684051.0,13.0,Design - Face Recog - Phase 1,2307047.0,9.0,Design,team1,IssuesEvent
user1,2017-02-19T00:46:32Z,5350350609,208683696.0,12.0,Learning Android,2304449.0,5.0,Learn Android,team1,IssuesEvent
user1,2017-02-19T00:46:32Z,5350350608,208683696.0,12.0,Learning Android,2304449.0,5.0,Learn Android,team1,IssueCommentEvent
user1,2017-02-19T00:43:30Z,5350346350,208683696.0,12.0,Learning Android,2304449.0,5.0,Learn Android,team1,IssuesEvent
user1,2017-02-19T00:42:31Z,5350345034,207699421.0,9.0,Alternatives to Google,2307042.0,7.0,Facial/voice Recognition API,team1,IssuesEvent
user1,2017-02-19T00:42:31Z,5350345033,207699421.0,9.0,Alternatives to Google,2307042.0,7.0,Facial/voice Recognition API,team1,IssueCommentEvent
user1,2017-02-18T19:56:36Z,5349871579,,,,,,,team1,PushEvent
user1,2017-02-16T20:00:33Z,5339309173,208229269.0,11.0,FR Impl #1 : Picture capturing,2328351.0,11.0,Implementation - Facial recognition,team1,IssuesEvent
user1,2017-02-16T19:52:19Z,5339253574,208227136.0,10.0,Design - Face recognition,2307047.0,9.0,Design,team1,IssuesEvent
user2,2017-02-16T03:32:46Z,5333929291,206030690.0,8.0,Understanding the voice recognition API,,,,team1,IssueCommentEvent
user2,2017-02-16T03:29:32Z,5333918544,,,,,,,team1,CreateEvent
user2,2017-02-16T03:21:08Z,5333890006,206030690.0,8.0,Understanding the voice recognition API,,,,team1,IssueCommentEvent
user1,2017-02-15T19:39:28Z,5331502580,,,,,,,team1,PushEvent
user1,2017-02-15T19:38:38Z,5331497020,,,,,,,team1,PushEvent
user1,2017-02-15T03:26:42Z,5326284986,207699421.0,9.0,Alternatives to Google,2307042.0,7.0,Facial/voice Recognition API,team1,IssuesEvent
user1,2017-02-09T16:45:01Z,5296674353,204756185.0,5.0,Missing Chit numbers,,,,team1,IssueCommentEvent
user1,2017-02-09T16:44:15Z,5296668539,206030690.0,8.0,Understanding the voice recognition API,,,,team1,IssueCommentEvent
user1,2017-02-09T16:43:30Z,5296663017,206030415.0,7.0,Reviewing Android ,,,,team1,IssueCommentEvent
user1,2017-02-09T16:39:57Z,5296637436,205322999.0,6.0,Brainstorming for Feb SE Project,2304449.0,5.0,Learn Android,team1,IssueCommentEvent
user2,2017-02-07T22:05:21Z,5283710980,206030690.0,8.0,Understanding the voice recognition API,,,,team1,IssuesEvent
user2,2017-02-07T22:04:16Z,5283704051,206030415.0,7.0,Reviewing Android ,,,,team1,IssuesEvent
user2,2017-02-07T03:15:19Z,5277455084,205322999.0,6.0,Brainstorming for Feb SE Project,2304449.0,5.0,Android introduction,team1,IssueCommentEvent
user1,2017-02-07T00:11:06Z,5276679432,204145549.0,4.0,Report writing : Jan deliverable,,,,team1,IssuesEvent
user1,2017-02-07T00:11:06Z,5276679427,204145549.0,4.0,Report writing : Jan deliverable,,,,team1,IssueCommentEvent
user1,2017-02-07T00:09:34Z,5276672344,201434357.0,3.0,User testing/survey,,,,team1,IssuesEvent
user1,2017-02-07T00:09:34Z,5276672338,201434357.0,3.0,User testing/survey,,,,team1,IssueCommentEvent
user1,2017-02-07T00:08:44Z,5276668614,201433562.0,2.0,Literature review,,,,team1,IssuesEvent
user1,2017-02-07T00:08:44Z,5276668610,201433562.0,2.0,Literature review,,,,team1,IssueCommentEvent
user1,2017-02-06T18:24:20Z,5274613440,205322999.0,6.0,Brainstorming for Feb SE Project,2301210.0,4.0,Come up with solutions and other details :),team1,IssueCommentEvent
user2,2017-02-06T01:56:43Z,5270032332,205322999.0,6.0,Brainstorming for Feb SE Project,2301201.0,3.0,Samantha: 3rd unique solution,team1,IssueCommentEvent
user2,2017-02-04T04:45:50Z,5265799359,205322999.0,6.0,Brainstorming for Feb SE Project,,,,team1,IssuesEvent
user3,2017-02-02T01:18:29Z,5251845310,204756185.0,5.0,Missing Chit numbers,,,,team1,IssuesEvent
user3,2017-02-02T01:11:45Z,5251819114,,,,,,,team1,WatchEvent
user3,2017-02-01T02:13:18Z,5245077190,,,,,,,team1,PushEvent
user3,2017-02-01T02:09:34Z,5245065070,,,,,,,team1,PushEvent
user3,2017-01-31T02:47:45Z,5238118425,,,,,,,team1,PushEvent
user1,2017-01-31T02:46:55Z,5238116008,,,,,,,team1,PushEvent
user1,2017-01-31T02:46:04Z,5238113764,,,,,,,team1,PushEvent
user3,2017-01-31T02:45:36Z,5238112590,,,,,,,team1,PushEvent
user3,2017-01-30T23:09:10Z,5237282076,,,,,,,team1,PushEvent
user1,2017-01-30T22:11:37Z,5236961476,204145549.0,4.0,Report writing : Jan deliverable,,,,team1,IssuesEvent
user1,2017-04-13T20:15:09Z,5686570948,208801504.0,50.0,Fingerprint App crash,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-04-13T20:15:09Z,5686570939,208801504.0,50.0,Fingerprint App crash,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-04-13T20:14:50Z,5686569077,212631523.0,79.0,App icon and logo,,,,team2,IssuesEvent
user1,2017-04-13T20:14:50Z,5686569067,212631523.0,79.0,App icon and logo,,,,team2,IssueCommentEvent
user1,2017-04-13T20:14:33Z,5686567411,212899774.0,84.0,Confirmation mail doesn't open inside the app,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-04-13T20:14:33Z,5686567399,212899774.0,84.0,Confirmation mail doesn't open inside the app,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-04-13T20:14:13Z,5686565519,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssuesEvent
user1,2017-04-13T20:14:13Z,5686565511,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssueCommentEvent
user1,2017-04-13T20:13:41Z,5686562163,212924761.0,85.0,No Internet Connection App Crash,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-04-13T20:13:41Z,5686562155,212924761.0,85.0,No Internet Connection App Crash,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-31T14:48:17Z,5603665551,,,,,,,team2,GollumEvent
user1,2017-03-31T14:46:32Z,5603652133,,,,,,,team2,GollumEvent
user1,2017-03-27T02:36:08Z,5567248661,,,,,,,team2,GollumEvent
user1,2017-03-27T02:35:52Z,5567247788,,,,,,,team2,GollumEvent
user1,2017-03-26T18:06:32Z,5565917242,,,,,,,team2,PushEvent
user1,2017-03-26T18:06:32Z,5565917199,,,,,,,team2,PullRequestEvent
user1,2017-03-26T18:03:04Z,5565908171,,,,,,,team2,ReleaseEvent
user1,2017-03-26T17:57:05Z,5565891733,,,,,,,team2,PullRequestEvent
user1,2017-03-26T17:56:19Z,5565889873,,,,,,,team2,CreateEvent
user1,2017-03-26T17:55:44Z,5565888551,,,,,,,team2,PushEvent
user1,2017-03-26T17:50:43Z,5565876310,,,,,,,team2,PushEvent
user1,2017-03-26T17:47:06Z,5565867054,,,,,,,team2,PushEvent
user1,2017-03-26T17:46:03Z,5565864534,,,,,,,team2,PushEvent
user2,2017-03-21T21:33:23Z,5537229882,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssueCommentEvent
user3,2017-03-21T21:19:50Z,5537138231,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssueCommentEvent
user2,2017-03-21T20:16:10Z,5536690761,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssueCommentEvent
user1,2017-03-21T19:17:36Z,5536301563,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssueCommentEvent
user3,2017-03-20T18:08:55Z,5527633363,215508340.0,87.0,User eval,2372495.0,9.0,v4,team2,IssuesEvent
user1,2017-03-15T17:48:40Z,5500162151,208801504.0,50.0,Fingerprint App crash,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-15T17:48:11Z,5500158736,212924761.0,85.0,No Internet Connection App Crash,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-15T17:47:03Z,5500150330,212899774.0,84.0,Confirmation mail doesn't open inside the app,2332067.0,7.0,Demo day,team2,IssueCommentEvent
user3,2017-03-13T17:44:13Z,5484166289,212899774.0,84.0,Confirmation mail doesn't open inside the app,2332067.0,7.0,Demo day,team2,IssueCommentEvent
user3,2017-03-13T17:43:56Z,5484164336,212631523.0,79.0,App icon and logo,,,,team2,IssueCommentEvent
user3,2017-03-13T17:42:57Z,5484157089,212924761.0,85.0,No Internet Connection App Crash,2372491.0,8.0,v3,team2,IssueCommentEvent
user3,2017-03-13T17:42:44Z,5484155408,208801504.0,50.0,Fingerprint App crash,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-13T04:57:50Z,5479910859,,,,,,,team2,PushEvent
user1,2017-03-13T04:57:49Z,5479910827,,,,,,,team2,PullRequestEvent
user1,2017-03-13T04:57:43Z,5479910645,213658025.0,86.0,Bug fixes and more Features,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-13T02:24:25Z,5479482744,,,,,,,team2,PullRequestEvent
user1,2017-03-09T14:29:26Z,5463243497,,,,,,,team2,DeleteEvent
user1,2017-03-09T14:29:19Z,5463242623,,,,,,,team2,DeleteEvent
user1,2017-03-09T14:29:12Z,5463241597,,,,,,,team2,DeleteEvent
user1,2017-03-09T14:29:05Z,5463240578,,,,,,,team2,DeleteEvent
user1,2017-03-09T04:13:49Z,5460253288,,,,,,,team2,PushEvent
user1,2017-03-09T04:00:38Z,5460212845,209891698.0,60.0,Profile id in speaker enrollment,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-03-09T04:00:38Z,5460212842,209891698.0,60.0,Profile id in speaker enrollment,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-09T03:22:05Z,5460086394,212924761.0,85.0,No Internet Connection App Crash,,,,team2,IssuesEvent
user1,2017-03-09T03:19:33Z,5460077795,212889123.0,82.0,Disable button which shouldn't be pressed ,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-03-09T03:19:33Z,5460077792,212889123.0,82.0,Disable button which shouldn't be pressed ,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-09T02:19:12Z,5459858299,208648748.0,44.0,Restrict back button access,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-03-09T02:19:12Z,5459858297,208648748.0,44.0,Restrict back button access,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-09T01:02:02Z,5459540381,212889709.0,83.0,Rogue toast notification after registering ,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-03-09T00:27:45Z,5459394703,212899774.0,84.0,Confirmation mail doesn't open inside the app,2332067.0,7.0,Demo day,team2,IssuesEvent
user1,2017-03-08T23:35:13Z,5459147278,208648748.0,44.0,Restrict back button access,2372491.0,8.0,v3,team2,IssueCommentEvent
user1,2017-03-08T23:32:58Z,5459135543,212889709.0,83.0,Rogue toast notification after registering ,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-03-08T23:29:49Z,5459118746,212889123.0,82.0,Disable button which shouldn't be pressed ,2372491.0,8.0,v3,team2,IssuesEvent
user1,2017-03-08T19:48:32Z,5457750155,,,,,,,team2,GollumEvent
user1,2017-03-08T19:17:00Z,5457543669,,,,,,,team2,PushEvent
user1,2017-03-08T19:10:05Z,5457497835,,,,,,,team2,GollumEvent
user1,2017-03-08T19:06:21Z,5457473301,,,,,,,team2,GollumEvent
user1,2017-03-08T18:50:33Z,5457368279,,,,,,,team2,GollumEvent
user1,2017-03-08T18:47:03Z,5457345555,209897103.0,61.0,Testing,,,,team2,IssuesEvent
user1,2017-03-08T18:47:01Z,5457345304,209897103.0,61.0,Testing,,,,team2,IssueCommentEvent
user1,2017-03-08T18:43:24Z,5457322053,207525794.0,24.0,Status update,2309836.0,6.0,Testing and debugging,team2,IssuesEvent
user1,2017-03-08T18:43:24Z,5457322044,207525794.0,24.0,Status update,2309836.0,6.0,Testing and debugging,team2,IssueCommentEvent
user1,2017-03-08T18:35:09Z,5457268849,,,,,,,team2,DeleteEvent
user1,2017-03-08T18:35:03Z,5457268143,,,,,,,team2,DeleteEvent
user1,2017-03-08T18:34:56Z,5457267495,,,,,,,team2,DeleteEvent
user1,2017-03-08T18:34:43Z,5457266307,,,,,,,team2,DeleteEvent
user1,2017-03-08T08:31:27Z,5453568951,,,,,,,team2,GollumEvent
user1,2017-03-08T08:29:58Z,5453561643,,,,,,,team2,ReleaseEvent
